geometry,address
POINT (-122.1327796 38.0063406),"East Building, 2500, Alhambra Avenue, 94553, Alhambra Avenue, Martinez, CA, United States"
POINT (-122.1327796 38.0063406),"East Building, 2500, Alhambra Avenue, 94553, Alhambra Avenue, Martinez, CA, United States"
POINT (-122.1327796 38.0063406),"East Building, 2500, Alhambra Avenue, 94553, Alhambra Avenue, Martinez, CA, United States"
POINT (-122.1327796 38.0063406),"East Building, 2500, Alhambra Avenue, 94553, Alhambra Avenue, Martinez, CA, United States"
POINT (-122.1327796 38.0063406),"East Building, 2500, Alhambra Avenue, 94553, Alhambra Avenue, Martinez, CA, United States"
POINT (-122.1327796 38.0063406),"East Building, 2500, Alhambra Avenue, 94553, Alhambra Avenue, Martinez, CA, United States"
POINT (-122.1327796 38.0063406),"East Building, 2500, Alhambra Avenue, 94553, Alhambra Avenue, Martinez, CA, United States"
POINT (-122.1327796 38.0063406),"East Building, 2500, Alhambra Avenue, 94553, Alhambra Avenue, Martinez, CA, United States"
POINT EMPTY,
POINT (-122.1338674 38.0138934),"Martinez, 94553, California, United States"
POINT (-122.3667626 37.9631138),"Fred Jackson Way, 94801, North Richmond, California, United States"
POINT (-121.86961759945193 38.0064468),"Pittsburg Health Center, 2311, Loveridge Road, 94565, Loveridge Road, Pittsburg, California, United States"
POINT (-122.3455263 37.9621457),"San Pablo, 94806, California, United States"
POINT EMPTY,
POINT (-122.24421228599925 38.1478123),"ELITE Public Schools, 100, Whitney Avenue, 94589, Whitney Avenue, Vallejo, CA, United States"
POINT (-122.2394599 38.1310715),"Hospital Drive, 94589, Vallejo, California, United States"
POINT (-122.20669763060229 38.091088049999996),"Skyview Memorial Lawn, 200, Rollingwood Drive, 94591, Rollingwood Drive, Vallejo, CA, United States"
POINT (-121.8836208 38.0326291),"East 4th Street, 94565, Pittsburg, California, United States"
POINT EMPTY,
POINT (-122.2449116 38.1009143),"Georgia Street, 94590, Vallejo, California, United States"
POINT (-122.2394599 38.1310715),"Hospital Drive, 94589, Vallejo, California, United States"
POINT (-122.2394599 38.1310715),"Hospital Drive, 94589, Vallejo, California, United States"
POINT (-122.2394599 38.1310715),"Hospital Drive, 94589, Vallejo, California, United States"
POINT (-122.2449116 38.1009143),"Georgia Street, 94590, Vallejo, California, United States"
POINT (-122.33828342920947 37.954005550000005),"2023, Vale Road, 94806, Vale Road, San Pablo, CA, United States"
POINT (-122.3455263 37.9621457),"San Pablo, 94806, California, United States"
POINT (-122.30476247269686 37.90411605),"Idaho Apartments, 10203, San Pablo Avenue, 94530, San Pablo Avenue, Richmond, CA, United States"
POINT (-122.34458449064587 37.9316438),"2600, Chanslor Avenue, 94804, Chanslor Avenue, Richmond, CA, United States"
POINT (-122.23731182159091 38.028274350000004),"Rodeo, 94572, California, United States"
POINT (-122.2283794 37.9799491),"Pinole Valley Multi-Use Trail, 94564, California, United States"
POINT (-122.38574025 37.9266166),"150, Washington Avenue, 94801, Washington Avenue, Point Richmond, CA, United States"
POINT (-121.9307173 38.2699081),"A-2694535, 3rd Street, 94535, 3rd Street, Fairfield, California, United States"
POINT (-122.0682395 38.2375446),"Courage Drive, 94533, Fairfield, California, United States"
POINT (-122.0682395 38.2375446),"Courage Drive, 94533, Fairfield, California, United States"
POINT (-122.0682395 38.2375446),"Courage Drive, 94533, Fairfield, California, United States"
POINT (-122.238064 38.101294),"Tuolumne Street, 94590, Vallejo, California, United States"
POINT (-122.238064 38.101294),"Tuolumne Street, 94590, Vallejo, California, United States"
POINT (-122.2605396 38.0862659),"Azuar Avenue, 94592, Vallejo, California, United States"
POINT (-122.0341752 38.2506763),"North Texas Street, 94533, Fairfield, California, United States"
POINT (-122.0341752 38.2506763),"North Texas Street, 94533, Fairfield, California, United States"
POINT (-121.8162185 38.0177934),"Antioch-Pittsburg, West 1st Street, 94509, West 1st Street, Antioch, CA, United States"
POINT (-122.34226256031391 37.935219399999994),"2727, Macdonald Avenue, 94804, Macdonald Avenue, Richmond, CA, United States"
POINT (-121.25677409704798 37.98691795),"2650, Wigwam Drive, 95205, Wigwam Drive, Stockton, CA, United States"
POINT (-121.34888845260988 38.0408298),"2628, Estate Drive, 95209, Estate Drive, Stockton, CA, United States"
POINT (-121.3055002 37.9603944),"North Stockton Street, 95204, Stockton, California, United States"
POINT (-121.28236824375962 37.956287200000006),"701, Channel Street, 95202, Channel Street, Stockton, CA, United States"
POINT (-121.31930966349557 37.995255650000004),"San Joaquin Delta College, 5151, Pacific Avenue, 95207, Pacific Avenue, Stockton, CA, United States"
POINT (-121.25237515191728 37.93739445),"2044, Eleventh Street, 95206, Eleventh Street, Stockton, CA, United States"
POINT (-121.2869091 38.0154886),"6677, El Capitan Circle, 95210, El Capitan Circle, Stockton, CA, United States"
POINT (-121.25139917558475 37.95446595),"2524, East Main Street, 95215, East Main Street, Stockton, CA, United States"
POINT (-121.2907796 37.9577016),"Stockton, California, United States"
POINT (-121.268153 37.953302),"East Lafayette Street, 95202, Stockton, California, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-121.199073 37.819227),"Cottage Avenue, 95336, Manteca, California, United States"
POINT EMPTY,
POINT (-121.25677409704798 37.98691795),"2650, Wigwam Drive, 95205, Wigwam Drive, Stockton, CA, United States"
POINT (-121.3123914 38.0226874),"221, Strathaven Way, 95210, Strathaven Way, Stockton, CA, United States"
POINT (-121.25677409704798 37.98691795),"2650, Wigwam Drive, 95205, Wigwam Drive, Stockton, CA, United States"
POINT (-121.25677409704798 37.98691795),"2650, Wigwam Drive, 95205, Wigwam Drive, Stockton, CA, United States"
POINT (-121.27217963251587 37.957059),"101, North Wilson Way, 95202, North Wilson Way, Stockton, CA, United States"
POINT (-121.34956894778823 37.9691429),"3329, West Euclid Avenue, 95203, West Euclid Avenue, Stockton, CA, United States"
POINT (-121.4371205 37.7146268),"West Central Avenue, 95376, Tracy, California, United States"
POINT EMPTY,
POINT (-121.47334 37.754081),"West Grant Line Road, 95377, Tracy, California, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-121.3123914 38.0226874),"221, Strathaven Way, 95210, Strathaven Way, Stockton, CA, United States"
POINT (-121.32621135904046 38.048205949999996),"1122, Cypress Run Drive, 95209, Cypress Run Drive, Stockton, CA, United States"
POINT (-121.2354891 37.8198713),"Northgate Drive, 95336, Manteca, California, United States"
POINT (-121.2354891 37.8198713),"Northgate Drive, 95336, Manteca, California, United States"
POINT (-121.28830188285772 37.99870555),"Charleston Place Apartments, 1515, East Bianchi Road, East Bianchi Road, Stockton, California, United States"
POINT (-121.28297548125127 37.886327),"San Joaquin General Hospital, 500, West Hospital Road, 95231, West Hospital Road, French Camp, CA, United States"
POINT (-121.28830188285772 37.99870555),"Charleston Place Apartments, 1515, East Bianchi Road, East Bianchi Road, Stockton, California, United States"
POINT (-121.28830188285772 37.99870555),"Charleston Place Apartments, 1515, East Bianchi Road, East Bianchi Road, Stockton, California, United States"
POINT (-121.28297548125127 37.886327),"San Joaquin General Hospital, 500, West Hospital Road, 95231, West Hospital Road, French Camp, CA, United States"
POINT (-121.28297548125127 37.886327),"San Joaquin General Hospital, 500, West Hospital Road, 95231, West Hospital Road, French Camp, CA, United States"
POINT (-121.28297548125127 37.886327),"San Joaquin General Hospital, 500, West Hospital Road, 95231, West Hospital Road, French Camp, CA, United States"
POINT EMPTY,
POINT (-121.74082926375215 37.945807450000004),"AMC Brentwood 14, Old Sand Creek Road, 94513, Old Sand Creek Road, Brentwood, California, United States"
POINT (-122.03474821971555 37.9790564),"Planned Parenthood, 2185, Pacheco Street, 94520, Pacheco Street, Concord, CA, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-122.027621 38.0100339),"Arnold Industrial Way, 94520, Concord, California, United States"
POINT (-122.04726796523155 37.97020235),"Willow Pass Park And Ride, E Of Sr 242/ S Of Willow Pass Rd/ W Of Market St, 94520, E Of Sr 242/ S Of Willow Pass Rd/ W Of Market St, Concord, California, United States"
POINT EMPTY,
POINT (-121.6970138 37.9900845),"Main Street, 94561, Oakley, California, United States"
POINT (-121.7124536 37.9974219),"Oakley, 94561, California, United States"
POINT (-122.42103353311943 37.77953465),"War Memorial Veterans Building Herbst Theatre, 401, Van Ness Avenue, 94102, Van Ness Avenue, San Francisco, California, United States"
POINT (-122.37863257475165 37.79746005),"San Francisco–Oakland Bay Bridge West Span, The Embarcadero, 94105, The Embarcadero, San Francisco, CA, United States"
POINT (-122.3558473 37.7884969),"San Francisco Bay Area, 94110, California, United States"
POINT (-122.3558473 37.7884969),"San Francisco Bay Area, 94110, California, United States"
POINT (-122.3558473 37.7884969),"San Francisco Bay Area, 94110, California, United States"
POINT (-122.4165538523796 37.76459825),"Mission Neighborhood Health Center, 240, Shotwell Street, 94110, Shotwell Street, San Francisco, CA, United States"
POINT (-122.4183276 37.764068699999996),"165, Capp Street, 90103, Capp Street, San Francisco, CA, United States"
POINT (-122.47916169341764 37.75434055),"1422, Noriega Street, 94122, Noriega Street, San Francisco, CA, United States"
POINT (-122.415715 37.808332),"Fisherman's Wharf of San Francisco, Taylor Street, 94133, Taylor Street, San Francisco, CA, United States"
POINT (-122.415715 37.808332),"Fisherman's Wharf of San Francisco, Taylor Street, 94133, Taylor Street, San Francisco, CA, United States"
POINT (-122.4105414 37.8070706),"Stockton Street, 94133, San Francisco, California, United States"
POINT (-122.4788500197975 37.75436365),"North East Medical Services, 1400, Noriega Street, 94122, Noriega Street, San Francisco, CA, United States"
POINT (-122.4343205 37.7946078),"Stuart Hall for Boys, 2252, Broadway, 94115, Broadway, San Francisco, CA, United States"
POINT (-122.47029522432821 37.78245775),"1019, Clement Street, 94118, Clement Street, San Francisco, CA, United States"
POINT (-122.47946641000848 37.75430195),"North East Medical Services, 1450, Noriega Street, 94122, Noriega Street, San Francisco, CA, United States"
POINT (-122.45795070242438 37.7240373),"1443, Ocean Avenue, 94112, Ocean Avenue, San Francisco, California, United States"
POINT (-122.42045846134022 37.77764715),"Louise M. Davies Symphony Hall, 201, Van Ness Avenue, 94102, Van Ness Avenue, San Francisco, CA, United States"
POINT (-122.415715 37.808332),"Fisherman's Wharf of San Francisco, Taylor Street, 94133, Taylor Street, San Francisco, CA, United States"
POINT (-122.415715 37.808332),"Fisherman's Wharf of San Francisco, Taylor Street, 94133, Taylor Street, San Francisco, CA, United States"
POINT (-122.41888214278437 37.78283185),"650, Polk Street, 94102, Polk Street, San Francisco, CA, United States"
POINT (-122.50299905279687 37.741605050000004),"3431, Taraval Street, 94166, Taraval Street, San Francisco, CA, United States"
POINT (-122.40823833002119 37.778581),"1049, Howard Street, 94103, Howard Street, San Francisco, CA, United States"
POINT (-122.3558473 37.7884969),"San Francisco Bay Area, 94110, California, United States"
POINT (-122.4192113 37.7839436),"Project Open Hand, 730, Polk Street, 94109, Polk Street, San Francisco, CA, United States"
POINT (-122.3558473 37.7884969),"San Francisco Bay Area, 94110, California, United States"
