geometry,address
POINT (-91.1884036 30.4468324),"North Blvd Transit Hub, North Boulevard, 70801, North Boulevard, Baton Rouge, LA, United States"
POINT (-91.519192 30.491606),"Landry Drive, 70757, Maringouin, Louisiana, United States"
POINT EMPTY,
POINT (-90.9561754 30.4846841),"North Range Avenue, 70726, Denham Springs, Louisiana, United States"
POINT EMPTY,
POINT (-91.1125486 30.4504988),"North Airport Avenue, 70806, Baton Rouge, Louisiana, United States"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (-91.1470489 30.6478148),"Zachary Volunteer Fire / Rescue Station 80, Main Street, 70791, Main Street, Zachary, LA, United States"
POINT EMPTY,
POINT EMPTY,
POINT (-91.02942490962685 30.543535249999998),"Raising Cane's, Bluebonnet Blvd, 70818, Bluebonnet Blvd, Baton Rouge, LA, United States"
POINT (-84.3800709 22.3408489),"1221 Gardere Ln, Baton Rouge,, 70820, Baton Rouge,, LA, Pinar del Río, Cuba"
POINT (-90.49205927160031 30.0812359),"Laplace Elementary School, 393, Greenwood Drive, 70068, Greenwood Drive, La Place, LA, United States"
POINT (-91.2031593 29.9652016),"Pierre Part, 70339, Louisiana, United States"
POINT EMPTY,
POINT (-90.75975457513876 29.612776699999998),"Candlewood Suites Houma, Corporate Drive, 70360, Corporate Drive, LA, United States"
POINT (-70.7152861 44.0461868),"25, Hospital Drive, 04009, Hospital Drive, Bridgton, ME, United States"
POINT EMPTY,
POINT (-69.80574562035197 44.0861109),"Richmond Area Health Center, 24, Gardiner Street, 04357, Gardiner Street, Richmond, ME, United States"
POINT (-69.586274 44.2174537),"47, Hilton Road, 04353, Hilton Road, Whitefield, ME, United States"
POINT (-68.83105789814815 44.046171),"25, Medical Center Loop, 04863, Medical Center Loop, Vinalhaven, ME, United States"
POINT (-68.8306797 44.0464825),"Islands Community Medical Services, 15, Medical Center Loop, 04863, Medical Center Loop, Vinalhaven, ME, United States"
POINT (-68.8755185314532 44.1508421),"North Haven Community School, 93, Pulpit Harbor Road, 04853, Pulpit Harbor Road, North Haven, ME, United States"
POINT (-68.8753722 44.13016),"North Haven Medical Clinic, 135, Main Street, 04853, Main Street, North Haven, ME, United States"
POINT EMPTY,
POINT (-68.8216968 44.0485628),"Vinalhaven High School, 22, Arcola Lane, 04863, Arcola Lane, Vinalhaven, ME, United States"
POINT (-70.2561358417739 43.661584649999995),"Franklin Towers, 211, Cumberland Avenue, 04101, Cumberland Avenue, Portland, ME, United States"
POINT (-70.31782903501554 43.67908565),"Amanda C. Rowe Elementary School, 23, Orono Road, 04102, Orono Road, Portland, ME, United States"
POINT (-70.294353 43.6973836),"Casco Bay High School, 196, Allen Avenue, 04103, Allen Avenue, Portland, ME, United States"
POINT (-70.2784311 43.6535538),"934, Congress Street, 04102, Congress Street, Portland, ME, United States"
POINT (-70.29654949828719 43.671705),"Deering High School, 370, Stevens Avenue, 04103, Stevens Avenue, Portland, ME, United States"
POINT (-70.2668071 43.6533455),"195, State Street, 04101, State Street, Portland, ME, United States"
POINT (-70.30776609570881 43.69698615),"Portland Fire Department Riverton Fire Station, 1600, Forest Avenue, 04103, Forest Avenue, Portland, ME, United States"
POINT (-70.28517279266634 43.70796255),"Harrison Lyseth Elementary School, 175, Auburn Street, 04103, Auburn Street, Portland, ME, United States"
POINT (-70.27459271544892 43.65735195),"King Middle School, 92, Deering Avenue, 04102, Deering Avenue, Portland, ME, United States"
POINT (-70.2947533 43.6764741),"522, Stevens Avenue, 04103, Stevens Avenue, Portland, ME, United States"
POINT (-70.295758 43.6730097),"Longfellow School-Portland, 432, Stevens Avenue, 04103, Stevens Avenue, Portland, ME, United States"
POINT (-70.28776259631374 43.7064046),"Lyman Moore Middle School, 171, Auburn Street, 04103, Auburn Street, Portland, ME, United States"
POINT (-70.28402060918361 43.6772357),"Ocean Avenue Elementary School, 150, Ocean Avenue, 04103, Ocean Avenue, Portland, ME, United States"
POINT (-70.2822837 43.6932674),"1157, Washington Avenue, 04103, Washington Avenue, Portland, ME, United States"
POINT (-70.25884383546912 43.658982249999994),"Portland High School, 284, Cumberland Avenue, 04101, Cumberland Avenue, Portland, ME, United States"
POINT (-70.25942208910433 43.68427735),"69, Presumpscot Street, 04103, Presumpscot Street, Portland, ME, United States"
POINT (-70.2673605 43.6504716),"166, Brackett Street, 04102, Brackett Street, Portland, ME, United States"
POINT (-70.3228608 43.6760442),"68, Popham Street, 04102, Popham Street, Portland, ME, United States"
POINT (-70.26831273026093 43.621937200000005),"South Portland High School, 637, Highland Avenue, 04106, Highland Avenue, South Portland, ME, United States"
POINT (-70.3554253154495 43.6726889),"Westbrook High School, 125, Stroudwater Street, 04092, Stroudwater Street, Westbrook, ME, United States"
POINT (-70.2613988 43.6591904),"234, Oxford Street, 04101, Oxford Street, Portland, ME, United States"
POINT (-70.2742723 43.6559817),"180, Park Avenue, 04102, Park Avenue, Portland, ME, United States"
POINT (-70.2615868 43.6589902),"63, Preble Street, 04101, Preble Street, Portland, ME, United States"
POINT (-70.3199895 43.6986952),"59, Riverton Drive, 04103, Riverton Drive, Portland, ME, United States"
POINT (-70.30810179142068 43.637761049999995),"100, Brickhill Avenue, 04106, Brickhill Avenue, South Portland, ME, United States"
POINT (-70.25755442724116 43.659706799999995),"Merrill Auditorium, 20, Myrtle Street, 04101, Myrtle Street, Portland, ME, United States"
POINT (-70.4688178 43.4853436),"357, Elm Street, 04005, Elm Street, Biddeford, ME, United States"
POINT (-70.79817589153029 43.465292149999996),"15, Oak Street, 04083, Oak Street, Springvale, ME, United States"
POINT (-68.78147029919822 44.57680105),"Bucksport High School, 102, Broadway, 04416, Broadway, Bucksport, ME, United States"
POINT (-68.7759522 44.5813833),"Bucksport Middle School, 100, Miles Lane, 04416, Miles Lane, Bucksport, ME, United States"
POINT (-68.78048061092812 44.576206049999996),"Bucksport Regional Health Center, 110, Broadway, 04416, Broadway, Bucksport, ME, United States"
POINT (-68.4332205 44.5619035),"37, Commerce Park, 04605, Commerce Park, Ellsworth, ME, United States"
POINT (-68.42801090832084 44.55603755),"Ellsworth High School, 24, Lejok Street, 04605, Lejok Street, Ellsworth, ME, United States"
POINT (-68.787276776124 44.57605545),"G Herbert Jewett School, 66, Bridge Street, 04416, Bridge Street, Bucksport, ME, United States"
POINT (-68.7806076 44.5794523),"Mile Lane School, 52, Miles Lane, 04416, Miles Lane, Bucksport, ME, United States"
POINT (-70.1364435 44.3013843),"180, Church Hill Road, 04263, Church Hill Road, Leeds, ME, United States"
POINT (-70.0347103 44.2446124),"11, Academy Road, 04259, Academy Road, Monmouth, ME, United States"
POINT (-70.2597347 44.2445806),"7, Main Street, 04282, Main Street, Turner, ME, United States"
POINT (-67.2691041 45.1808984),"55, Franklin Street, 04619, Franklin Street, Calais, ME, United States"
POINT (-67.2694632 45.1808094),"10, Palmer Street, 04619, Palmer Street, Calais, ME, United States"
POINT (-67.4614471 44.7098993),"53, Fremont Street, 04654, Fremont Street, Machias, ME, United States"
POINT (-66.989069 44.900248500000004),"30, Battery Street, 04631, Battery Street, Eastport, ME, United States"
POINT (-67.46413640833333 44.7044165),"160, Dublin Street, 04654, Dublin Street, Machias, ME, United States"
POINT (-67.4669661 44.715555),"39, Gardner Avenue, 04654, Gardner Avenue, Machias, ME, United States"
POINT (-68.5896854 47.2646909),"12, Bolduc Avenue, 04743, Bolduc Avenue, Fort Kent, ME, United States"
POINT (-68.5949992 47.0363853),"10, Carter Street, 04739, Carter Street, Eagle Lake, ME, United States"
POINT (-68.5890607 47.2642882),"25, Bolduc Avenue, 04743, Bolduc Avenue, Fort Kent, ME, United States"
POINT (-68.5917213 47.2681086),"3, Mountain View Drive, 04743, Mountain View Drive, Fort Kent, ME, United States"
